no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
22,49,M,17.71,10,13.000,1,6,2,3,4,5,58,73.82,82,51,48.10,74,0,425.00,0
22,60,V,24.95,10,13.000,1,3,3,4,3,1,30,132.78,0,28,75.47,2,0,425.00,0
22,21,V,52.83,10,13.000,1,4,1,5,1,1,139,98.35,146,94,81.33,148,0,425.00,0
22,26,M,16.09,10,13.000,1,6,1,1,2,3,97,87.28,50,90,95.48,38,0,425.00,0
22,47,M,11.28,10,13.000,1,4,2,4,4,1,79,171.80,0,63,140.08,2,0,425.00,0
22,24,V,28.80,10,13.000,1,4,2,2,4,1,224,169.42,6,180,141.45,6,0,425.00,0
22,47,V,-7.69,10,13.000,1,4,1,2,3,1,88,169.38,19,93,162.08,11,0,425.00,0
22,19,V,26.31,10,13.000,1,,,,,,90,45.90,168,58,29.85,131,0,425.00,0
22,35,V,9.95,10,13.000,1,,,,,,77,76.28,4,38,36.92,3,0,425.00,0
22,51,V,28.68,10,13.000,1,,,,,,149,157.52,246,91,109.38,144,0,425.00,0
22,21,M,20.78,10,13.000,1,,,,,,26,125.72,4,31,82.35,5,0,425.00,0
22,38,M,9.07,10,13.000,1,,,,,,45,23.62,5,20,14.53,2,0,425.00,0
22,41,M,14.18,10,13.000,1,,,,,,41,26.57,108,26,20.88,91,0,425.00,0
22,47,V,23.25,10,13.000,2,,,,,,95,48.10,229,65,46.72,188,0,425.00,0
22,33,V,9.44,10,13.000,1,,,,,,64,53.88,1,56,66.45,1,0,425.00,0
22,42,V,36.53,10,13.000,1,,,,,,36,39.28,38,31,29.82,20,0,425.00,0
22,50,V,-5.96,10,13.000,1,,,,,,62,19.37,32,75,32.43,65,0,425.00,0
22,21,M,14.84,10,13.000,1,,,,,,72,128.52,18,62,107.72,27,0,425.00,0
22,52,V,-1.38,10,13.000,1,,,,,,144,226.15,61,180,271.65,64,0,425.00,0
22,27,M,27.41,10,13.000,1,,,,,,40,64.38,15,48,68.03,26,0,425.00,0
22,34,M,14.45,10,13.000,1,,,,,,113,162.13,12,104,162.33,6,0,425.00,0
22,42,M,44.00,10,13.000,1,,,,,,111,176.20,53,113,188.97,45,0,425.00,0
22,22,V,20.65,10,13.000,2,,,,,,37,109.53,59,42,89.20,67,0,425.00,0
22,49,M,18.04,10,13.000,1,,,,,,90,82.65,65,84,107.92,75,0,425.00,0
22,49,M,19.07,10,13.000,1,,,,,,27,95.62,1,30,91.27,1,0,425.00,0
22,31,V,90.63,10,13.000,1,,,,,,83,561.37,10,77,461.38,8,0,425.00,0
22,24,V,30.92,10,13.000,1,,,,,,116,233.78,47,87,204.53,56,0,425.00,0
22,45,M,7.25,10,13.000,1,,,,,,38,196.20,53,31,175.32,63,0,425.00,0
85,41,V,13.64,8,15.000,4,3,2,3,4,1,56,33.00,66,74,97.30,79,0,425.00,0
22,35,V,43.38,10,13.000,1,,,,,,180,398.52,109,192,362.75,77,0,425.00,0
22,22,V,36.25,10,13.000,1,,,,,,163,84.18,613,129,72.03,657,0,425.00,0
22,41,V,1.67,10,13.000,1,,,,,,156,208.62,189,150,276.57,166,0,425.00,0
22,41,V,22.20,10,13.000,1,,,,,,76,82.18,3,68,76.43,3,0,425.00,0
22,29,V,40.94,10,13.000,1,,,,,,75,114.90,274,58,73.40,233,0,425.00,0
22,22,V,83.92,10,13.000,1,,,,,,124,366.35,240,97,246.77,161,0,425.00,0
22,30,M,145.94,10,13.000,1,,,,,,16,80.68,186,8,40.33,98,0,425.00,0
22,28,M,29.25,10,13.000,1,,,,,,84,230.50,5,77,221.03,5,0,425.00,0
22,20,V,113.59,10,13.000,1,,,,,,588,723.48,75,469,543.23,69,0,425.00,0
22,21,M,16.08,10,13.000,1,,,,,,73,100.32,42,55,94.63,32,0,425.00,0
22,38,M,35.85,10,13.000,2,,,,,,169,297.32,85,159,250.77,62,0,425.00,0
22,25,V,22.21,10,13.000,1,,,,,,41,50.33,83,28,33.17,61,0,425.00,0
22,22,M,173.26,10,13.000,1,,,,,,325,983.90,153,247,642.28,100,0,425.00,0
21,58,M,21.49,9,14.000,1,,,,,,52,60.38,0,39,53.03,1,0,425.00,0
21,27,M,19.28,9,14.000,1,,,,,,33,64.17,8,30,46.20,12,0,425.00,0
21,23,V,23.14,9,14.000,1,,,,,,77,77.08,46,65,57.20,30,0,425.00,0
21,52,M,64.77,9,14.000,1,,,,,,53,287.32,317,35,153.92,226,0,425.00,0
21,25,M,128.88,9,14.000,1,,,,,,368,598.52,19,240,382.92,10,0,425.00,0
21,20,V,57.28,9,14.000,1,,,,,,192,235.82,112,106,126.25,72,0,425.00,0
21,45,V,23.76,9,14.000,1,,,,,,167,106.87,228,88,54.53,135,0,425.00,0
21,,,23.33,9,14.000,1,,,,,,331,216.12,8,251,177.60,5,0,425.00,0
21,49,V,24.52,9,14.000,1,,,,,,10,6.88,28,8,4.97,17,0,425.00,0
21,27,V,21.41,9,14.000,1,,,,,,92,247.28,27,60,163.62,21,0,425.00,0
21,20,V,18.47,9,14.000,1,,,,,,94,89.08,95,52,54.20,57,0,425.00,0
21,35,V,62.41,9,14.000,3,,,,,,66,130.80,107,36,66.32,58,0,425.00,0
21,47,V,20.54,9,14.000,1,,,,,,36,30.03,77,21,15.80,48,0,425.00,0
21,21,V,27.53,9,14.000,0,,,,,,11,8.87,4,5,4.43,2,0,425.00,0
21,32,V,26.61,9,14.000,1,,,,,,59,46.87,67,33,32.95,37,0,425.00,0
21,51,M,105.25,9,2.000,1,,,,,,395,624.32,253,205,315.40,127,0,425.00,0
21,33,M,63.04,9,14.000,1,,,,,,166,201.53,91,87,105.30,45,0,425.00,0
31,38,M,353.50,19,4.000,1,3,2,1,5,1,0,0.00,0,12,14.63,22,0,375.00,1
30,47,M,26.98,18,5.000,1,4,3,5,5,1,29,10.32,0,45,25.28,1,0,375.00,0
23,37,M,10.67,11,0.000,2,3,2,4,3,1,23,27.93,4,16,28.93,4,0,375.00,0
79,,,-39.89,16,-4.000,1,0,0,0,0,0,1,0.43,0,142,241.42,21,0,375.00,1
81,49,M,34.55,18,5.000,2,3,3,5,1,1,2,2.35,0,134,210.30,2,0,375.00,1
121,,M,125.55,24,0.000,6,1,2,1,4,4,237,596.05,21,275,742.23,48,0,375.00,0
48,,,85.62,36,-12.000,1,0,0,0,0,0,44,73.85,6,35,50.50,1,0,375.00,0
65,,,51.17,16,8.000,4,6,3,2,5,5,108,228.18,33,185,369.75,24,0,375.00,0
29,56,M,27.15,14,9.000,1,4,3,5,5,1,23,62.42,1,57,187.40,6,0,375.00,0
79,59,M,13.95,10,13.000,1,,,,,,10,95.38,9,10,41.92,18,0,375.00,0
82,,M,17.01,9,14.000,5,,,,,,38,53.02,0,131,150.15,1,0,375.00,0
154,,M,38.18,34,-10.000,2,,,,,,0,0.00,0,37,79.72,12,0,375.00,1
154,60,M,0.79,20,3.000,5,0,0,0,0,0,0,0.00,0,156,348.95,1,0,375.00,1
151,52,M,21.88,36,-9.000,3,,,,,,0,0.00,0,112,145.25,1,0,375.00,1
146,,,57.56,48,-23.000,1,3,1,5,1,1,0,0.00,0,31,85.37,4,0,375.00,1
144,78,M,0.22,21,2.000,2,3,2,1,5,1,0,0.00,0,117,166.30,1,0,375.00,1
138,61,M,16.32,44,-20.000,2,2,3,4,5,1,0,0.00,0,130,394.40,92,0,375.00,1
99,,,9.28,33,-9.000,4,3,2,3,4,1,0,0.00,0,177,185.03,25,0,375.00,1
134,,,101.29,37,-9.000,3,4,2,4,4,1,4,28.23,1,151,353.15,64,0,375.00,1
47,55,,-0.40,35,-11.000,2,4,2,2,4,1,0,0.00,0,54,49.53,8,0,375.00,1
58,,,26.18,34,-10.000,5,3,3,3,4,1,0,0.00,0,90,118.13,8,0,375.00,1
69,,,80.37,39,-10.000,2,4,3,4,3,1,1,0.97,0,208,182.27,245,0,375.00,1
119,49,M,8.51,40,-16.000,0,5,2,3,5,1,0,0.00,0,33,61.62,2,0,375.00,1
116,39,V,46.40,32,-8.000,3,6,1,4,1,5,0,0.00,0,43,99.08,170,0,375.00,1
92,,,8.56,41,-8.000,1,5,1,5,1,2,0,0.00,0,52,60.45,50,0,375.00,1
111,,,25.28,41,-16.000,2,,,,,,0,0.00,0,27,24.98,6,0,375.00,1
110,27,V,25.57,33,-9.000,2,6,1,2,2,5,0,0.00,0,123,147.30,27,0,375.00,1
98,,,25.50,24,-12.000,0,2,2,1,4,2,0,0.00,0,230,380.37,170,0,375.00,1
109,38,M,44.02,34,-9.000,1,5,3,5,2,1,0,0.00,0,45,110.27,7,0,375.00,1
134,50,M,2.31,51,-27.000,2,,,,,,0,0.00,0,39,31.72,5,0,375.00,1
100,41,M,36.47,33,-9.000,4,3,3,5,1,1,0,0.00,0,125,143.07,24,0,375.00,1
75,,M,176.42,36,-4.000,3,5,2,2,5,2,0,0.00,0,45,54.55,36,0,375.00,1
95,61,M,56.90,43,-19.000,2,5,3,5,3,1,3,2.82,0,117,221.32,1,0,375.00,1
86,23,M,36.51,25,-13.000,2,4,1,5,1,1,1,4.75,0,74,136.85,75,0,375.00,1
94,28,M,25.33,41,-11.000,3,2,3,3,5,1,4,5.95,0,130,219.77,55,0,375.00,1
88,33,M,638.97,12,0.000,12,,,,,,0,0.00,0,431,314.63,18,0,375.00,1
67,72,M,0.00,47,-19.000,2,6,3,5,3,3,0,0.00,0,17,22.60,12,0,375.00,1
83,43,V,103.86,35,-6.000,2,3,1,2,2,1,0,0.00,0,89,97.95,34,0,375.00,1
88,55,M,1.49,36,-12.000,4,4,3,5,3,1,0,0.00,0,10,10.87,2,0,375.00,1
87,,,2.51,50,-15.000,1,5,1,1,2,2,0,0.00,0,46,99.93,31,0,375.00,1
86,,,45.86,35,-11.000,5,4,3,5,1,1,0,0.00,0,106,351.17,9,0,375.00,1
86,,,71.57,41,-17.000,4,3,2,5,1,1,1,1.35,0,91,135.32,9,0,375.00,1
85,,,30.48,54,-25.000,2,0,0,0,0,0,0,0.00,0,83,189.22,19,0,375.00,1
84,47,M,31.68,33,-9.000,4,5,3,3,2,1,0,0.00,0,70,131.55,36,0,375.00,1
83,44,M,4.43,38,-9.000,1,3,3,5,5,1,1,0.15,0,176,166.72,4,0,375.00,1
83,,,28.63,35,-11.000,4,3,3,5,1,1,0,0.00,0,2,0.45,1,0,375.00,1
108,,,17.51,15,8.000,7,4,2,3,4,1,0,0.00,0,102,106.97,24,0,375.00,1
46,39,M,455.24,26,-2.000,11,,,,,,6,8.82,0,155,364.17,42,0,375.00,1
74,27,M,14.58,40,-16.000,3,2,1,3,1,1,0,0.00,1,33,68.78,16,0,375.00,1
59,45,M,131.24,29,-1.000,7,3,3,4,3,1,0,0.00,0,83,37.18,11,0,375.00,1
70,24,M,143.96,29,-5.000,5,2,2,2,5,1,0,0.00,0,783,517.40,113,0,375.00,1
68,29,M,58.60,44,-9.000,3,4,3,2,4,1,0,0.00,0,17,80.38,7,0,375.00,1
62,53,M,4.40,33,-9.000,3,1,3,4,4,4,0,0.00,0,69,97.22,22,0,375.00,1
55,,,10.44,33,-9.000,1,1,3,4,4,4,0,0.00,0,20,28.53,3,0,375.00,1
59,55,M,-4.47,26,-11.000,2,4,1,3,3,1,1,0.40,0,72,78.93,2,0,375.00,1
45,44,V,0.18,33,-9.000,2,,,,,,0,0.00,0,7,1.53,113,0,375.00,1
58,,,25.49,26,-11.000,3,5,3,5,2,1,0,0.00,0,80,67.13,163,0,375.00,1
73,,,56.16,33,-9.000,5,2,2,1,4,2,0,0.00,0,38,59.90,3,0,375.00,1
51,,,6.11,39,-15.000,1,5,1,2,1,1,0,0.00,0,112,453.12,13,0,375.00,1
46,,,42.66,27,-3.000,4,4,1,4,1,1,0,0.00,0,44,53.45,15,0,375.00,1
88,,,7.26,36,-12.000,4,4,2,2,2,1,0,0.00,0,108,119.32,1,0,375.00,1
98,,,5.98,36,-12.000,4,4,2,2,2,1,0,0.00,0,53,50.10,19,0,375.00,1
47,29,V,20.49,35,-11.000,3,2,1,2,2,1,0,0.00,0,8,11.63,25,0,375.00,1
46,37,M,94.58,22,-10.000,7,3,2,2,5,1,0,0.00,0,59,90.15,3,0,375.00,1
45,37,M,2.39,33,-9.000,1,3,2,2,4,1,0,0.00,0,29,36.27,107,0,375.00,1
45,38,V,12.98,33,-9.000,2,3,2,3,4,1,0,0.00,0,19,24.55,43,0,375.00,1
45,46,M,23.15,33,-9.000,3,3,2,3,4,1,0,0.00,0,38,173.77,216,0,375.00,1
42,36,M,41.77,30,-6.000,4,3,1,1,4,2,0,0.00,0,36,95.55,6,0,375.00,1
42,,,48.23,30,-6.000,2,4,3,5,5,1,0,0.00,0,61,82.87,12,0,375.00,1
41,,,61.23,29,-5.000,1,4,3,5,4,1,0,0.00,0,77,187.95,34,0,375.00,1
104,,,5.26,28,0.000,6,4,3,5,2,1,0,0.00,0,88,279.18,2,0,375.00,1
84,3,M,9.73,27,-3.000,5,4,2,5,1,1,0,0.00,0,25,15.50,14,0,375.00,1
38,50,V,101.23,26,-2.000,4,1,2,2,4,4,0,0.00,0,56,62.37,1,0,375.00,1
38,21,V,170.78,26,-2.000,4,4,2,2,4,1,0,0.00,0,89,214.10,151,0,375.00,1
37,52,M,154.94,25,-1.000,1,4,2,2,4,1,0,0.00,0,200,140.32,1,0,375.00,1
37,,,119.43,25,-1.000,1,2,3,4,3,1,0,0.00,0,38,74.43,2,0,375.00,1
87,,,118.97,22,1.000,3,4,3,1,4,2,4,13.08,0,332,1054.80,7,0,375.00,1
34,,,-31.40,22,-10.000,1,4,3,5,1,1,0,0.00,0,67,159.92,10,0,375.00,1
28,40,M,291.19,16,7.000,1,3,3,4,5,1,0,0.00,0,104,167.22,1,0,375.00,1
32,,,323.81,20,3.000,2,6,2,2,4,3,0,0.00,0,54,113.37,28,0,375.00,1
31,,M,58.55,19,-7.000,1,1,2,2,5,4,0,0.00,0,48,194.18,16,0,375.00,1
56,22,,38.30,19,9.000,9,1,1,3,2,4,0,0.00,0,78,128.22,134,0,375.00,1
31,,,205.76,19,4.000,1,4,3,5,4,1,0,0.00,0,55,168.65,20,0,375.00,1
28,,,1424.46,16,7.000,4,5,2,3,2,1,0,0.00,0,354,766.30,129,0,375.00,1
30,22,M,216.24,18,5.000,2,3,3,3,2,1,0,0.00,0,101,153.97,17,0,375.00,1
30,41,M,5.64,18,-6.000,4,6,1,3,4,5,0,0.00,0,387,783.68,11,0,375.00,1
29,46,V,303.66,17,6.000,1,3,3,5,1,1,0,0.00,0,54,51.65,11,0,375.00,1
28,,,290.30,16,7.000,1,4,1,3,1,1,0,0.00,0,116,190.85,26,0,375.00,1
29,,,114.99,14,-2.000,1,2,2,1,5,1,0,0.00,0,181,322.00,23,0,375.00,1
25,33,M,335.78,13,10.000,4,2,3,5,3,1,0,0.00,0,25,133.05,5,0,375.00,1
24,,,2766.15,12,10.000,7,4,3,5,4,1,0,0.00,0,28,153.70,1,0,375.00,1
24,,,358.05,12,11.000,3,2,3,1,3,4,0,0.00,0,14,20.35,3,0,375.00,1
24,35,V,751.81,12,11.000,2,3,3,2,4,1,0,0.00,0,63,106.30,124,0,375.00,1
53,26,M,36.92,11,12.000,2,1,1,3,1,4,4,10.73,0,121,221.37,8,0,375.00,1
159,,,156.70,15,8.000,5,2,3,2,4,4,335,298.07,8,220,218.50,17,0,375.00,0
151,61,M,26.89,9,16.000,4,1,1,1,4,4,63,88.77,6,66,84.10,2,1,375.00,0
151,,,154.28,30,-6.000,3,,,,,,58,79.62,32,31,37.28,5,1,375.00,0
110,,,41.36,12,11.000,4,4,2,1,5,2,16,62.07,65,30,115.42,97,0,375.00,0
148,,M,76.56,31,5.000,6,4,1,1,3,2,328,465.50,220,455,606.88,274,1,375.00,0
147,43,M,24.57,11,12.000,4,5,2,1,5,2,38,74.27,19,48,79.42,15,0,375.00,0
74,49,M,66.59,10,1.000,6,4,1,5,1,1,87,63.83,573,83,59.82,451,0,375.00,0
100,34,M,165.75,8,5.000,7,4,1,2,1,1,428,707.33,8,383,538.38,46,1,375.00,0
103,,,13.80,22,1.000,5,0,0,0,0,0,64,71.20,4,52,58.75,19,0,375.00,0
140,49,M,18.70,11,12.000,3,5,2,2,4,2,55,33.70,3,57,33.50,3,0,375.00,0
138,,,102.65,32,-8.000,4,4,2,1,5,2,91,160.93,11,90,180.00,12,1,375.00,0
138,61,M,21.57,25,6.000,4,5,3,5,1,1,5,9.88,0,23,48.18,1,1,375.00,0
137,32,V,16.89,16,7.000,3,2,3,5,1,1,75,103.68,9,104,186.15,4,1,375.00,0
136,51,M,24.85,33,-9.000,3,4,1,5,1,1,121,177.53,0,95,128.42,3,0,375.00,0
96,68,M,37.93,14,9.000,6,6,2,3,4,3,56,79.23,0,68,94.62,1,1,375.00,0
136,75,M,18.16,21,-9.000,2,3,2,3,4,1,62,41.18,2,114,119.95,4,0,375.00,0
136,61,M,12.12,12,11.000,2,2,3,5,4,1,62,48.55,0,77,57.15,1,0,375.00,0
119,,,28.09,16,9.000,3,6,2,4,4,3,83,77.17,0,96,119.77,1,1,375.00,0
134,60,M,19.69,23,5.000,3,1,2,4,4,4,52,24.25,4,47,35.87,6,1,375.00,0
133,,,26.63,31,-7.000,3,4,3,5,2,1,101,73.63,2,100,77.58,2,0,375.00,0
132,,,65.66,31,-7.000,4,3,2,2,5,1,227,193.28,46,216,205.03,34,1,375.00,0
132,57,M,38.11,9,16.000,4,5,1,1,1,2,80,71.70,44,48,45.85,32,1,375.00,0
132,67,M,16.98,16,7.000,2,,,,,,7,78.62,0,8,69.28,2,0,375.00,0
132,,,43.53,29,-3.000,2,2,2,1,4,2,135,208.10,1,136,239.15,1,1,375.00,0
130,,,25.78,28,-4.000,2,,,,,,18,51.23,16,17,25.17,4,1,375.00,0
110,,,557.47,38,-13.000,7,2,2,1,5,1,305,768.50,136,444,1429.97,188,1,375.00,0
127,,,28.80,44,-20.000,1,4,3,5,1,1,86,55.97,9,71,67.40,1,1,375.00,0
127,,,3.27,30,0.000,2,2,2,1,4,2,47,40.42,7,36,53.22,4,0,375.00,0
127,,,97.03,26,8.000,5,1,2,1,5,4,130,298.97,27,196,475.07,46,1,375.00,0
110,,,103.82,14,10.000,3,2,1,1,4,1,75,249.77,52,117,252.00,54,1,375.00,0
125,,,31.70,32,-4.000,2,1,3,1,1,4,56,107.57,9,49,112.00,9,1,375.00,0
108,,,128.36,44,-20.000,1,2,3,4,2,1,172,239.35,42,157,285.50,16,0,375.00,0
58,,,30.67,9,16.000,17,3,3,5,2,1,28,7.93,7,15,5.65,8,1,375.00,0
124,,M,128.15,11,12.000,4,2,3,1,4,2,205,384.92,25,198,403.65,5,0,375.00,0
124,,,75.42,23,6.000,2,2,3,3,4,1,211,292.17,24,205,260.87,17,1,375.00,0
123,,,63.19,41,-6.000,1,5,2,3,5,1,211,320.23,0,120,193.13,1,1,375.00,0
113,45,M,130.17,10,15.000,10,6,2,1,5,3,301,549.37,0,275,457.90,9,1,375.00,0
122,58,,159.64,22,9.000,7,2,2,3,4,1,228,512.88,92,244,441.37,61,1,375.00,0
109,,,48.65,16,7.000,3,3,1,1,4,1,117,195.63,15,91,174.22,9,1,375.00,0
105,,,130.25,27,-3.000,3,4,1,2,4,1,321,660.27,55,342,800.82,56,1,375.00,0
102,,,30.23,14,9.000,2,3,3,5,3,1,84,105.02,0,141,173.22,1,1,375.00,0
121,,,47.90,31,-7.000,3,,,,,,86,176.58,15,134,272.93,7,1,375.00,0
111,,,17.14,26,7.000,3,4,3,1,4,2,28,14.32,2,98,94.70,10,1,375.00,0
110,,,56.85,41,-6.000,3,5,1,5,1,1,116,201.10,5,250,308.02,4,1,375.00,0
27,60,,27.63,15,8.000,2,,,,,,94,82.37,4,66,58.98,9,1,375.00,0
120,,,12.19,33,-9.000,3,,,,,,13,18.03,0,20,31.92,1,0,375.00,0
80,48,M,22.57,15,10.000,4,3,2,1,4,2,41,39.98,2,31,24.02,8,1,375.00,0
39,,,37.30,27,-3.000,2,4,3,2,5,1,112,98.23,181,104,127.47,263,1,375.00,0
36,,,20.03,24,0.000,1,0,0,0,0,0,6,8.92,2,9,7.42,3,1,375.00,0
118,,,64.78,34,-10.000,1,4,1,2,2,1,216,285.47,2,270,413.43,7,1,375.00,0
28,,,16.85,16,7.000,2,2,3,2,5,4,60,62.45,0,30,34.03,1,1,375.00,0
84,,,46.44,37,-2.000,6,3,2,1,5,2,4,0.53,0,224,217.95,324,1,375.00,0
116,51,M,35.68,18,5.000,4,,,,,,59,171.60,57,76,213.10,49,1,375.00,0
75,39,V,105.85,22,12.000,6,,,,,,286,721.10,82,366,934.40,87,1,375.00,0
116,54,M,98.21,25,3.000,3,4,1,2,2,1,104,330.78,8,105,216.28,12,0,375.00,0
115,,,0.64,11,12.000,2,,,,,,26,42.32,2,45,56.45,10,0,375.00,0
61,,,22.15,28,4.000,2,,,,,,33,14.70,13,48,31.65,23,1,375.00,0
112,,,66.91,23,0.000,4,5,1,4,2,1,87,227.03,5,132,327.33,5,0,375.00,0
111,,,8.84,12,11.000,2,4,2,3,4,1,2,0.57,2,6,6.93,1,0,375.00,0
110,66,M,205.38,34,-10.000,2,4,2,1,5,1,85,305.63,0,102,294.62,3,1,375.00,0
109,,,-1.88,10,14.000,3,,,,,,45,31.62,6,38,59.43,5,1,375.00,0
109,,,32.68,19,4.000,3,,,,,,166,128.55,0,200,167.88,1,1,375.00,0
108,50,M,71.35,41,-6.000,2,,,,,,58,206.63,35,105,261.37,119,0,375.00,0
108,42,M,49.90,20,7.000,3,,,,,,86,124.97,3,94,148.42,2,1,375.00,0
107,,,18.77,27,6.000,6,2,3,5,1,1,38,28.88,3,46,41.17,1,1,375.00,0
104,,,16.22,29,-5.000,2,3,3,4,5,1,10,20.27,0,9,11.73,2,0,375.00,0
103,42,M,52.42,47,-23.000,1,3,2,1,4,2,39,51.07,77,23,24.13,51,0,375.00,0
94,37,M,35.77,10,0.000,2,3,1,3,1,1,58,159.77,8,29,60.25,4,0,375.00,0
100,,,43.60,35,-11.000,1,4,1,2,1,2,59,97.42,6,57,108.12,6,0,375.00,0
101,,,72.34,30,-6.000,4,6,1,1,1,3,27,148.00,139,26,53.10,42,0,375.00,0
100,38,,70.08,15,9.000,1,3,2,1,4,2,79,70.65,9,89,80.47,4,0,375.00,0
100,,,119.58,27,3.000,7,0,0,0,0,0,299,425.32,0,427,647.23,2,1,375.00,0
100,51,M,13.72,18,8.000,2,5,3,5,4,1,38,15.12,9,53,38.15,4,1,375.00,0
99,,,32.60,41,-17.000,3,,,,,,80,127.73,1,90,136.92,2,1,375.00,0
71,64,V,12.66,21,2.000,2,5,2,2,4,2,10,6.28,150,14,13.57,59,0,375.00,0
98,,,67.51,21,2.000,4,5,3,5,1,1,113,179.45,11,155,269.65,5,1,375.00,0
138,57,M,16.97,24,0.000,3,2,3,5,1,4,45,22.70,11,89,82.37,41,1,375.00,0
94,28,V,26.65,18,5.000,2,4,2,5,4,1,43,211.32,80,76,166.43,33,1,375.00,0
81,55,M,102.70,33,-16.000,3,5,2,2,4,2,502,628.22,38,660,982.20,89,1,375.00,0
87,33,V,29.30,30,-6.000,4,3,2,2,3,1,63,104.43,6,62,105.83,11,0,375.00,0
95,43,M,121.67,30,-6.000,2,3,2,4,4,1,298,732.72,0,323,846.72,1,1,375.00,0
87,33,M,22.77,9,14.000,2,3,2,4,3,1,46,44.72,9,28,22.03,3,0,375.00,0
86,50,M,19.02,26,-2.000,3,6,1,2,1,3,44,56.72,17,27,33.25,26,1,375.00,0
93,42,M,55.50,11,12.000,1,3,2,2,3,1,175,344.88,14,153,222.32,15,1,375.00,0
70,27,M,20.01,15,10.000,2,4,1,3,1,1,18,16.10,128,28,31.37,210,1,375.00,0
89,,,11.57,15,8.000,4,4,3,2,5,1,2,2.45,6,6,8.62,3,0,375.00,0
87,,,33.01,11,12.000,3,6,1,2,1,3,117,179.33,8,56,67.33,7,0,375.00,0
23,47,M,10.28,11,12.000,1,4,1,3,1,1,23,7.92,62,23,7.18,47,1,375.00,0
80,42,M,37.54,24,0.000,2,3,2,3,4,1,54,70.63,65,56,83.00,36,0,375.00,0
87,,,152.98,25,-1.000,4,3,2,5,1,1,325,816.87,26,360,1303.58,69,1,375.00,0
87,41,M,42.14,22,1.000,7,2,2,1,5,2,168,190.72,4,143,213.15,9,1,375.00,0
86,69,V,35.89,25,-1.000,3,6,2,2,5,3,51,108.95,15,32,77.90,10,1,375.00,0
85,,,43.12,21,2.000,2,0,0,0,0,0,188,192.80,1,120,120.78,12,1,375.00,0
69,,,47.45,28,7.000,1,4,3,2,4,2,101,183.88,27,123,245.60,22,0,375.00,0
84,,,329.06,52,-17.000,4,4,3,5,1,1,425,394.95,98,369,394.63,46,0,375.00,0
71,,M,38.02,25,9.000,6,1,3,5,2,4,136,141.70,0,125,172.60,5,1,375.00,0
82,,,78.37,18,5.000,4,3,3,5,4,1,241,422.05,18,284,574.30,21,0,375.00,0
126,,,82.55,32,0.000,3,2,3,4,1,1,208,398.95,14,176,329.18,19,1,375.00,0
75,26,M,139.77,24,9.000,5,1,1,4,3,1,211,255.97,14,203,239.12,36,1,375.00,0
81,,,84.60,22,1.000,3,3,3,5,1,1,275,423.00,2,126,161.30,2,1,375.00,0
79,,,58.48,30,3.000,3,6,3,5,2,3,88,133.37,24,97,151.82,26,1,375.00,0
77,66,M,208.84,21,-9.000,2,5,3,5,3,1,19,26.38,176,35,93.50,275,0,375.00,0
76,28,V,25.64,28,2.000,4,2,2,4,4,1,115,108.15,685,118,163.07,236,0,375.00,0
76,63,M,31.79,17,6.000,3,5,2,4,4,1,26,24.27,0,25,56.85,2,0,375.00,0
76,,M,18.22,26,3.000,3,6,3,5,2,3,39,33.93,0,51,67.57,8,1,375.00,0
50,65,M,16.95,15,8.000,2,5,2,2,5,2,2,3.47,0,9,7.62,3,1,375.00,0
75,47,M,18.06,28,7.000,4,4,2,2,5,1,47,62.63,23,60,106.02,24,0,375.00,0
75,30,V,25.70,14,9.000,5,2,3,3,3,1,94,94.92,23,101,106.05,38,1,375.00,0
75,58,M,11.13,47,-23.000,2,5,2,3,4,1,7,4.67,0,11,13.07,1,0,375.00,0
50,,M,24.35,25,8.000,2,4,3,5,2,1,23,11.12,39,26,10.55,30,0,375.00,0
75,57,M,17.19,10,14.000,4,5,1,2,3,1,13,12.08,3,9,5.85,2,0,375.00,0
75,44,M,70.86,23,8.000,4,3,3,5,2,1,93,122.07,6,114,94.90,3,1,375.00,0
57,,,92.98,21,2.000,3,4,1,1,1,2,128,106.82,41,132,102.63,24,1,375.00,0
86,38,V,109.45,14,9.000,5,5,2,2,4,1,186,211.62,176,359,330.05,336,1,375.00,0
72,,,75.67,20,10.000,6,1,3,2,5,4,124,208.37,14,119,205.92,16,1,375.00,0
72,56,M,35.47,15,9.000,3,2,2,3,4,1,126,226.32,15,153,241.55,17,1,375.00,0
70,36,M,16.47,20,3.000,5,6,2,3,4,3,23,23.37,14,55,58.38,15,1,375.00,0
69,,,164.84,28,-4.000,4,4,3,5,1,1,324,625.35,7,401,756.22,12,1,375.00,0
37,,,50.31,25,-1.000,3,5,3,5,3,1,46,67.27,1,42,50.08,3,1,375.00,0
67,42,M,57.37,10,13.000,6,5,2,2,4,1,109,201.45,219,41,85.93,97,0,375.00,0
66,28,M,104.82,25,-1.000,2,5,3,5,4,1,205,283.02,227,172,215.18,197,1,375.00,0
155,,,163.21,19,4.000,3,4,3,5,2,1,286,522.32,4,300,605.17,2,0,375.00,0
61,66,M,-14.94,23,0.000,2,6,1,3,2,3,28,26.02,0,42,38.50,1,1,375.00,0
