no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
28,52,M,11.43,16,7.000,1,6,2,2,4,5,70,90.75,16,43,61.00,35,0,425.00,0
28,27,V,18.54,16,7.000,1,1,2,3,5,4,83,139.30,11,123,152.93,20,0,425.00,0
28,57,V,27.77,16,7.000,5,5,1,2,3,1,54,68.05,27,72,83.25,31,0,425.00,0
28,49,M,15.63,16,7.000,1,4,2,2,4,1,12,4.90,3,17,12.75,1,0,425.00,0
28,22,M,198.48,16,7.000,2,1,3,5,4,4,1035,636.22,105,476,230.95,71,0,425.00,0
28,31,V,10.41,16,7.000,1,2,2,4,4,1,85,108.43,22,120,152.98,11,0,425.00,0
28,39,V,45.26,16,7.000,3,3,2,2,4,1,66,302.35,2,50,156.60,11,0,425.00,0
28,23,V,20.71,16,-4.000,4,5,2,2,5,1,128,147.68,30,127,163.63,39,0,425.00,0
28,24,V,12.33,16,7.000,2,2,1,1,3,2,39,32.33,0,34,26.42,2,0,425.00,0
28,32,V,53.37,16,7.000,1,3,2,1,5,1,139,415.97,54,154,334.47,48,0,425.00,0
28,45,V,29.11,16,7.000,3,3,2,3,4,1,140,158.88,52,110,214.73,30,0,425.00,0
27,53,M,35.68,15,8.000,3,,,,,,148,261.25,9,138,259.42,19,0,425.00,0
28,24,M,20.15,16,7.000,1,2,1,3,2,1,56,57.50,76,103,86.13,109,0,425.00,0
28,40,V,34.91,16,7.000,1,5,3,5,1,1,42,17.72,146,129,81.93,145,0,425.00,0
28,24,V,34.88,16,7.000,1,3,2,3,4,1,85,127.07,85,32,35.57,90,0,425.00,0
28,34,M,43.75,16,7.000,1,2,2,1,5,2,116,171.12,35,100,184.52,30,0,425.00,0
28,50,M,23.80,16,7.000,2,4,3,5,4,1,103,96.33,60,113,107.13,53,0,425.00,0
28,21,M,3.81,16,7.000,2,2,3,4,4,1,46,27.85,2,86,39.23,13,0,425.00,0
28,44,V,15.92,16,7.000,1,3,2,3,3,1,66,26.87,33,114,44.75,57,0,425.00,0
28,40,V,45.98,16,7.000,2,3,2,4,2,1,130,109.60,29,137,141.72,21,0,425.00,0
28,29,V,40.22,16,7.000,1,5,2,1,5,2,150,197.40,17,142,144.32,21,0,425.00,0
28,54,M,11.55,16,7.000,1,4,3,5,1,1,87,45.10,136,99,42.40,176,0,425.00,0
28,56,M,25.31,16,7.000,3,3,3,2,3,1,106,112.22,21,109,155.68,6,0,425.00,0
50,22,V,20.52,10,13.000,3,2,3,4,3,1,118,131.12,256,150,233.87,246,0,425.00,0
28,20,V,34.16,16,7.000,1,4,3,5,1,1,117,120.52,43,117,148.53,71,0,425.00,0
28,43,V,49.32,16,7.000,1,4,1,2,3,1,79,271.42,17,82,177.43,25,0,425.00,0
28,22,M,19.50,16,7.000,1,1,1,4,3,4,85,92.80,93,90,88.90,47,0,425.00,0
28,36,M,19.97,16,7.000,1,4,3,5,1,1,85,124.67,41,115,155.63,43,0,425.00,0
28,31,M,47.59,16,7.000,3,2,3,4,2,1,242,197.27,81,217,191.50,91,0,425.00,0
28,28,M,15.15,16,7.000,1,5,1,3,2,1,34,46.05,11,62,86.20,14,0,425.00,0
28,53,V,8.49,16,7.000,2,4,2,2,4,1,35,16.50,26,99,72.05,61,0,425.00,0
28,44,V,11.93,16,7.000,1,4,1,3,3,1,51,22.13,73,66,33.92,121,0,425.00,0
28,48,V,12.14,16,7.000,1,4,1,3,1,1,21,18.27,10,70,102.25,7,0,425.00,0
28,22,M,7.36,16,7.000,1,4,1,5,1,1,3,7.03,11,27,15.00,49,0,425.00,0
28,29,M,71.87,16,8.000,4,4,1,2,3,1,319,372.30,258,266,260.73,160,0,425.00,0
28,34,M,45.30,16,8.000,1,2,3,4,3,1,53,52.00,220,82,82.63,141,0,425.00,0
28,41,M,24.27,16,8.000,1,2,3,4,4,1,83,78.15,0,76,56.32,1,0,425.00,0
27,37,V,16.27,15,-3.000,1,2,2,1,2,1,67,83.37,10,62,53.92,4,0,425.00,0
27,45,V,50.36,15,8.000,1,3,3,4,4,1,220,72.42,305,166,54.63,237,0,425.00,0
27,21,M,60.14,15,8.000,1,4,2,4,4,1,150,161.13,254,152,248.30,142,0,425.00,0
27,22,M,42.97,15,8.000,1,1,1,3,1,4,150,241.77,41,94,167.72,27,0,425.00,0
27,47,M,10.85,15,8.000,1,4,2,2,1,1,27,60.88,11,37,54.32,25,0,425.00,0
27,32,V,61.75,15,8.000,4,5,1,3,1,1,69,98.12,78,49,88.90,72,0,425.00,0
27,52,V,34.09,15,8.000,1,4,2,2,4,1,95,84.27,2,88,79.28,1,0,425.00,0
27,24,M,43.31,15,8.000,4,3,2,3,4,1,55,146.73,145,79,107.58,170,0,425.00,0
27,26,M,18.69,15,8.000,3,4,3,5,1,1,73,63.92,174,70,155.38,207,0,425.00,0
27,21,V,26.42,15,8.000,1,4,2,3,3,1,82,90.40,127,135,115.92,118,0,425.00,0
27,21,M,41.76,15,8.000,1,2,2,3,4,1,134,212.98,57,142,198.90,72,0,425.00,0
27,32,M,19.36,15,8.000,2,5,1,5,1,1,80,103.65,15,82,105.97,28,0,425.00,0
27,33,V,12.67,15,8.000,1,2,3,5,1,1,25,37.45,44,37,34.33,101,0,425.00,0
27,20,V,42.30,15,8.000,1,3,2,1,3,2,100,261.40,187,85,217.60,100,0,425.00,0
27,49,M,22.67,15,8.000,2,4,2,4,4,1,103,71.28,26,105,66.58,73,0,425.00,0
27,28,M,32.23,15,-3.000,1,2,3,4,1,1,48,93.17,102,46,60.95,112,0,425.00,0
27,57,M,38.78,15,8.000,1,5,2,4,4,1,102,211.40,71,117,184.47,102,0,425.00,0
27,48,M,23.80,15,8.000,1,4,1,5,3,1,44,55.75,19,65,71.95,29,0,425.00,0
27,51,V,27.30,15,8.000,1,4,3,5,2,1,232,123.88,6,182,94.17,11,0,425.00,0
27,35,M,21.22,15,8.000,1,2,2,2,4,1,96,241.08,23,99,100.72,18,0,425.00,0
27,26,M,33.15,15,8.000,1,1,2,4,5,4,258,252.80,8,190,199.23,9,0,425.00,0
27,43,V,31.88,15,8.000,1,4,3,2,4,1,20,37.30,6,28,34.53,17,0,425.00,0
27,67,M,58.67,15,8.000,1,5,3,3,5,1,25,76.57,0,19,52.85,1,0,425.00,0
27,49,V,8.68,15,8.000,1,4,3,5,4,1,85,44.17,49,48,20.03,52,0,425.00,0
27,27,M,47.47,15,8.000,1,3,2,4,2,1,84,187.22,18,85,133.92,17,0,425.00,0
27,45,V,15.40,15,8.000,1,4,1,2,3,2,19,13.92,0,21,27.75,2,0,425.00,0
27,25,V,17.27,15,8.000,1,1,1,3,1,1,91,102.68,51,97,111.13,68,0,425.00,0
27,52,V,21.17,15,8.000,1,5,2,1,4,2,80,43.00,21,141,72.77,41,0,425.00,0
27,31,V,41.44,15,8.000,1,3,3,4,4,1,62,160.02,83,55,81.50,83,0,425.00,0
27,59,V,24.52,15,8.000,2,5,1,2,3,2,54,92.63,1,43,131.92,2,0,425.00,0
27,50,V,54.13,15,8.000,1,4,2,2,4,1,112,234.78,118,75,136.15,111,0,425.00,0
27,21,V,36.83,15,8.000,1,5,1,3,1,1,101,70.15,143,90,59.12,107,0,425.00,0
27,45,V,11.84,15,8.000,1,2,2,3,4,1,11,14.02,47,21,27.78,29,0,425.00,0
27,36,V,65.40,15,8.000,1,2,3,2,5,1,104,312.00,110,133,320.17,98,0,425.00,0
27,34,V,9.82,15,8.000,1,3,2,4,4,1,19,17.42,40,22,13.28,41,0,425.00,0
27,22,V,23.15,15,8.000,1,4,2,4,4,1,77,74.02,35,108,85.85,57,0,425.00,0
27,30,V,18.73,15,8.000,2,,,,,,95,124.32,3,100,117.00,5,0,425.00,0
27,28,V,10.87,15,8.000,1,3,3,4,4,1,47,38.55,70,79,92.27,89,0,425.00,0
27,49,M,18.95,15,8.000,1,4,2,3,4,1,38,24.08,39,40,25.85,56,0,425.00,0
27,22,M,14.82,15,8.000,6,2,1,1,3,2,38,28.98,177,46,104.50,214,0,425.00,0
27,32,V,17.59,15,8.000,1,3,3,2,5,1,32,47.55,22,49,84.87,24,0,425.00,0
27,26,M,117.05,15,8.000,5,3,1,1,5,1,669,488.48,149,536,482.08,188,0,425.00,0
27,49,V,76.96,15,8.000,1,4,3,5,1,1,58,113.97,38,37,41.33,28,0,425.00,0
27,28,M,52.21,15,8.000,1,2,3,3,5,1,111,290.92,80,75,197.62,71,0,425.00,0
27,32,M,6.38,15,8.000,2,2,3,5,1,1,53,55.82,9,116,228.38,40,0,425.00,0
27,36,M,7.39,15,8.000,2,3,2,3,4,1,62,50.80,5,48,56.92,11,0,425.00,0
27,53,V,20.48,15,8.000,1,5,2,5,4,1,127,59.97,8,151,120.47,8,0,425.00,0
27,46,V,19.17,15,9.000,4,5,3,5,1,1,27,29.42,0,87,116.37,14,0,425.00,0
27,28,M,74.46,15,9.000,2,2,3,5,1,1,224,356.95,29,264,441.23,63,0,425.00,0
26,20,V,69.42,14,9.000,1,3,2,2,5,1,372,168.17,84,371,157.62,101,0,425.00,0
26,34,M,24.86,14,9.000,1,2,2,4,4,1,141,101.52,38,125,130.82,49,0,425.00,0
26,45,M,41.08,14,9.000,1,3,1,1,2,1,39,128.90,536,37,101.28,287,0,425.00,0
26,43,V,11.68,14,9.000,1,,,,,,33,27.68,9,18,24.83,2,0,425.00,0
26,42,M,5.93,14,9.000,4,3,2,2,2,1,74,140.53,0,81,138.12,1,0,425.00,0
26,22,V,7.05,14,9.000,3,4,1,4,2,1,78,66.05,77,56,43.72,115,0,425.00,0
26,39,M,42.28,14,9.000,1,2,3,4,3,1,89,67.53,1,118,136.62,1,0,425.00,0
26,25,V,31.54,14,9.000,1,1,1,5,1,4,66,114.40,126,84,138.18,115,0,425.00,0
26,55,M,94.84,14,9.000,1,4,2,2,5,1,51,111.22,11,54,45.78,19,0,425.00,0
26,49,V,19.54,14,9.000,1,6,1,1,1,3,122,167.83,35,113,263.50,95,0,425.00,0
26,54,V,17.36,14,9.000,1,4,1,2,3,1,21,7.60,3,15,8.15,2,0,425.00,0
26,37,M,25.41,14,9.000,2,3,2,4,3,1,103,297.65,9,87,229.37,8,0,425.00,0
26,47,V,29.70,14,9.000,1,4,3,5,1,1,103,23.77,221,80,38.83,201,0,425.00,0
26,39,M,84.62,14,9.000,3,4,2,2,4,1,234,287.93,109,284,368.23,108,0,425.00,0
26,20,M,13.48,14,9.000,1,4,2,4,4,1,84,28.88,75,90,36.10,192,0,425.00,0
26,40,V,9.46,14,9.000,2,3,2,4,3,1,38,31.07,106,42,44.02,137,0,425.00,0
26,37,M,15.21,14,9.000,1,3,2,4,3,1,9,13.62,170,14,16.30,139,0,425.00,0
26,,,34.65,14,9.000,3,2,3,5,5,1,42,16.25,0,341,596.12,218,0,425.00,0
26,22,M,116.10,14,9.000,1,1,3,1,5,4,546,686.83,46,422,474.20,35,0,425.00,0
26,32,V,103.17,14,-2.000,1,2,1,2,3,1,380,493.57,16,189,225.77,13,0,425.00,0
26,27,M,52.73,14,9.000,1,4,2,2,3,1,83,217.22,4,91,205.90,3,0,425.00,0
26,41,V,8.92,14,9.000,1,4,3,4,4,1,71,145.23,46,84,158.48,29,0,425.00,0
26,31,V,64.87,14,9.000,2,2,3,4,4,1,117,249.52,214,172,374.55,172,0,425.00,0
26,20,V,27.16,14,9.000,1,3,3,5,3,1,105,118.25,63,112,129.33,79,0,425.00,0
26,60,V,4.62,14,9.000,1,5,3,5,5,2,32,29.95,7,38,28.72,4,0,425.00,0
26,20,M,17.00,14,9.000,1,2,1,4,1,1,12,4.02,88,19,7.80,79,0,425.00,0
26,,,29.27,14,9.000,1,,,,,,145,210.92,2,165,238.23,3,0,425.00,0
26,28,M,21.90,14,9.000,1,5,3,2,5,2,37,71.97,19,30,59.40,31,0,425.00,0
26,39,V,269.41,14,9.000,1,4,3,5,2,1,79,143.08,181,66,99.88,286,0,425.00,0
26,22,M,26.76,14,9.000,1,5,1,4,2,1,91,74.98,126,84,62.97,154,0,425.00,0
26,37,M,42.79,14,10.000,2,3,2,2,1,1,71,132.80,1,82,206.20,1,0,425.00,0
26,21,V,38.83,14,10.000,1,4,3,5,2,1,49,34.15,97,47,33.32,109,0,425.00,0
25,35,M,11.99,13,10.000,1,2,2,2,5,2,81,45.28,14,66,68.58,19,0,425.00,0
25,50,M,18.12,13,10.000,1,2,3,5,4,1,31,22.48,89,38,38.63,101,0,425.00,0
25,,,35.14,13,10.000,1,3,2,3,1,1,134,169.48,40,171,162.72,38,0,425.00,0
25,23,V,74.01,13,10.000,1,1,3,1,5,4,199,382.10,78,219,310.18,63,0,425.00,0
25,49,V,36.44,13,10.000,1,4,1,3,3,1,58,110.90,135,109,151.45,131,0,425.00,0
25,45,M,12.74,13,10.000,2,3,2,2,5,1,5,0.72,0,255,235.60,29,0,425.00,0
25,48,V,16.12,13,10.000,1,4,3,5,2,1,38,19.02,81,35,18.57,66,0,425.00,0
25,21,M,30.20,13,10.000,1,4,3,5,4,1,91,20.47,215,86,22.37,171,0,425.00,0
25,34,V,103.38,13,10.000,4,3,2,1,5,1,329,410.77,25,201,317.38,11,0,425.00,0
25,46,V,19.53,13,10.000,1,6,1,4,3,3,64,46.13,65,70,53.68,67,0,425.00,0
25,66,V,39.53,13,10.000,1,3,2,4,3,1,75,49.83,5,62,50.35,4,0,425.00,0
25,42,V,110.41,13,10.000,1,5,3,5,4,1,140,620.27,93,82,243.58,47,0,425.00,0
25,22,V,30.88,13,-1.000,1,3,2,2,4,1,193,282.80,72,216,385.22,51,0,425.00,0
24,22,V,5.14,12,10.000,1,2,2,2,5,1,100,41.55,36,138,179.18,25,0,425.00,0
25,46,V,89.65,13,10.000,1,,,,,,175,389.73,99,135,304.10,93,0,425.00,0
25,20,V,21.79,13,10.000,1,4,3,5,3,1,110,47.15,33,88,39.42,42,0,425.00,0
25,45,V,28.27,13,10.000,1,3,2,3,4,1,48,97.85,177,52,48.80,183,0,425.00,0
25,55,V,10.55,13,10.000,1,5,3,5,1,1,31,70.13,32,52,95.32,20,0,425.00,0
25,34,M,8.24,13,10.000,2,2,1,4,3,1,21,12.60,3,42,63.53,7,0,425.00,0
25,48,M,29.00,13,10.000,2,,,,,,67,99.30,39,57,145.12,44,0,425.00,0
25,20,M,20.92,13,10.000,1,3,3,4,2,1,112,70.95,204,82,49.85,135,0,425.00,0
25,30,M,24.50,13,10.000,1,2,1,2,3,1,71,122.23,20,60,88.08,14,0,425.00,0
25,24,V,17.87,13,10.000,1,2,3,1,5,4,52,23.62,4,78,40.70,3,0,425.00,0
25,54,V,8.37,13,10.000,1,4,3,5,2,1,14,18.50,2,18,19.50,3,0,425.00,0
23,43,V,19.28,11,12.000,1,6,1,1,3,3,100,73.25,97,93,99.83,73,0,425.00,0
25,24,M,47.59,13,10.000,1,3,3,4,5,1,184,183.72,40,224,214.43,61,0,425.00,0
25,,,31.13,13,10.000,1,0,0,0,0,0,57,101.18,7,76,179.58,16,0,425.00,0
60,41,V,33.40,13,10.000,2,3,2,3,1,1,163,267.37,66,141,189.72,47,0,425.00,0
25,26,V,27.31,13,10.000,1,1,1,4,1,4,87,65.27,252,80,59.62,218,0,425.00,0
25,54,V,25.81,13,10.000,1,5,2,3,4,1,18,76.42,0,14,102.83,1,0,425.00,0
25,21,V,18.70,13,10.000,1,1,1,3,2,1,28,26.37,159,49,38.47,227,0,425.00,0
25,20,V,-12.80,13,10.000,1,5,2,1,5,2,28,13.90,23,47,24.00,16,0,425.00,0
25,21,V,36.07,13,10.000,1,4,1,2,3,1,65,82.62,34,78,71.15,33,0,425.00,0
25,20,M,3.90,13,10.000,1,4,3,5,4,1,48,94.68,95,66,98.80,87,0,425.00,0
25,21,M,15.67,13,10.000,1,4,2,4,2,1,55,58.55,51,51,38.47,85,0,425.00,0
25,22,V,11.36,13,10.000,1,1,2,2,4,4,64,32.50,39,62,43.50,49,0,425.00,0
25,20,M,17.37,13,10.000,1,6,1,1,5,3,45,26.93,32,48,36.87,43,0,425.00,0
25,45,M,25.41,13,10.000,1,6,2,3,4,3,92,104.63,72,53,65.30,77,0,425.00,0
25,46,M,27.05,13,10.000,1,6,1,2,4,3,40,65.13,178,29,53.67,189,0,425.00,0
25,24,M,16.59,13,10.000,1,5,3,2,5,1,19,14.88,18,30,25.73,12,0,425.00,0
25,30,V,36.55,13,-1.000,3,2,2,1,4,2,173,365.83,80,175,279.13,65,0,425.00,0
25,27,V,65.89,13,10.000,1,2,1,3,3,1,155,204.75,64,123,169.60,69,0,425.00,0
25,35,M,24.44,13,10.000,1,2,2,4,4,1,49,99.73,15,39,131.88,7,0,425.00,0
25,24,M,52.93,13,10.000,1,4,1,4,2,1,152,96.62,212,185,123.45,157,0,425.00,0
25,38,M,47.90,13,-1.000,2,3,3,5,3,1,24,4.42,0,171,342.25,22,0,425.00,0
25,21,V,21.16,13,10.000,1,4,3,5,1,1,47,96.55,28,58,62.93,27,0,425.00,0
23,54,M,57.61,11,12.000,1,4,1,1,3,2,29,25.93,0,15,12.57,1,0,425.00,0
25,63,V,20.87,13,10.000,1,,,,,,40,86.72,0,38,59.22,2,0,425.00,0
24,40,V,12.51,12,10.000,1,3,3,5,3,1,38,41.15,19,27,22.97,21,0,425.00,0
24,46,M,64.78,12,10.000,1,2,3,4,4,1,81,25.85,628,140,70.32,524,0,425.00,0
24,32,V,38.41,12,11.000,1,2,1,1,2,2,163,166.07,19,211,216.13,39,0,425.00,0
24,33,M,0.92,12,11.000,1,2,1,1,3,1,78,138.68,86,104,185.38,78,0,425.00,0
24,32,M,14.30,12,11.000,1,2,3,3,4,1,42,42.12,9,66,152.60,84,0,425.00,0
24,54,M,28.26,12,11.000,1,4,2,3,4,1,137,91.80,0,123,89.22,4,0,425.00,0
24,49,M,27.74,12,11.000,1,4,3,5,4,1,35,88.10,16,32,64.30,6,0,425.00,0
24,35,V,39.97,12,11.000,2,3,2,3,1,1,77,103.58,16,109,165.92,5,0,425.00,0
24,50,M,108.73,12,11.000,1,3,1,1,4,2,152,339.52,2,111,181.48,1,0,425.00,0
24,44,V,23.46,12,11.000,1,1,1,3,1,4,98,68.07,155,66,51.18,135,0,425.00,0
24,34,M,43.62,12,11.000,1,2,3,5,3,1,90,56.28,91,53,57.48,59,0,425.00,0
24,34,M,7.46,12,11.000,1,2,3,4,1,1,70,89.22,11,57,81.18,8,0,425.00,0
24,31,V,36.52,12,11.000,1,1,2,2,5,4,65,224.98,29,53,116.23,28,0,425.00,0
24,53,V,22.15,12,11.000,1,4,2,4,4,1,35,41.27,46,24,53.37,50,0,425.00,0
24,23,V,16.11,12,11.000,1,4,2,4,4,1,37,19.07,32,35,32.18,33,0,425.00,0
24,21,V,47.37,12,11.000,1,1,2,2,4,4,49,179.95,582,38,68.72,366,0,425.00,0
24,30,V,14.83,12,11.000,1,3,2,3,3,1,23,17.67,122,65,109.50,81,0,425.00,0
24,23,M,10.09,12,11.000,1,4,1,3,2,1,37,57.83,61,15,26.55,56,0,425.00,0
24,40,V,12.22,12,11.000,2,3,2,1,4,1,72,116.03,53,84,228.40,56,0,425.00,0
24,28,M,13.05,12,11.000,1,5,3,5,3,1,20,9.43,13,29,22.00,19,0,425.00,0
24,28,V,58.95,12,11.000,2,2,1,2,3,2,172,315.65,70,266,381.78,53,0,425.00,0
24,23,V,8.21,12,11.000,2,4,2,1,5,1,1,6.53,44,4,8.18,33,0,425.00,0
24,50,M,34.07,12,11.000,1,1,2,4,2,1,51,35.42,466,78,68.28,273,0,425.00,0
24,35,V,16.94,12,11.000,1,2,2,4,4,1,5,1.90,4,6,10.85,2,0,425.00,0
24,50,M,61.93,12,11.000,1,3,2,1,4,2,75,325.78,0,44,137.13,1,0,425.00,0
24,47,V,29.46,12,11.000,1,4,2,2,4,1,80,50.45,199,90,69.38,198,0,425.00,0
24,23,V,5.59,12,11.000,1,1,2,2,4,4,136,199.00,6,149,289.93,6,0,425.00,0
24,23,M,90.30,12,11.000,2,5,3,5,4,1,122,252.60,79,226,342.48,105,0,425.00,0
24,41,M,23.93,12,11.000,1,3,2,3,4,1,119,49.97,124,88,65.90,149,0,425.00,0
24,33,V,35.72,12,11.000,1,4,3,5,1,1,88,288.58,23,98,363.10,16,0,425.00,0
24,41,V,26.03,12,11.000,1,3,2,4,3,1,42,116.22,47,63,127.52,43,0,425.00,0
24,37,V,13.57,12,11.000,1,5,3,5,4,1,67,78.12,27,99,145.32,42,0,425.00,0
24,47,M,22.37,12,11.000,1,4,1,2,1,1,1,0.08,317,12,33.17,603,0,425.00,0
24,34,M,17.76,12,11.000,1,2,3,4,3,1,55,58.53,0,50,66.83,1,0,425.00,0
24,25,M,56.78,12,0.000,3,1,3,5,1,4,215,369.08,39,212,280.48,26,0,425.00,0
24,29,V,27.61,12,11.000,1,3,2,1,4,2,84,122.07,99,88,112.92,107,0,425.00,0
24,45,M,14.82,12,11.000,1,4,2,3,4,1,32,19.17,18,34,37.68,42,0,425.00,0
24,22,M,26.57,12,11.000,1,1,1,4,3,4,82,104.57,180,67,94.22,136,0,425.00,0
24,30,M,37.49,12,11.000,1,3,3,5,1,1,172,223.72,79,104,130.48,84,0,425.00,0
24,52,V,13.17,12,11.000,1,4,3,5,4,1,94,36.10,44,113,46.98,96,0,425.00,0
24,71,V,170.41,12,0.000,1,4,3,5,4,1,550,829.68,164,519,586.08,136,0,425.00,0
24,20,V,66.97,12,11.000,1,4,2,3,3,1,117,181.27,540,120,176.73,426,0,425.00,0
24,51,M,151.80,12,11.000,1,4,2,2,4,1,522,722.07,0,370,471.22,1,0,425.00,0
24,25,M,31.00,12,11.000,1,5,1,2,2,2,85,195.43,76,82,171.97,70,0,425.00,0
24,21,V,7.32,12,11.000,1,4,2,4,4,1,149,65.73,53,136,84.47,54,0,425.00,0
24,30,V,30.54,12,11.000,1,2,2,2,5,1,71,162.23,6,47,99.32,6,0,425.00,0
24,24,V,81.87,12,11.000,1,5,2,2,4,2,110,389.48,56,94,293.27,49,0,425.00,0
32,,,22.21,12,11.000,1,6,2,3,5,3,89,111.00,4,79,102.75,5,0,425.00,0
23,29,M,90.45,11,0.000,2,2,3,5,5,1,193,235.73,963,156,324.90,815,0,425.00,0
23,49,V,9.43,11,11.000,1,5,1,3,4,1,65,10.95,1,103,111.58,30,0,425.00,0
26,24,M,17.28,11,0.000,1,4,2,3,4,1,106,120.32,53,136,125.55,37,0,425.00,0
23,24,M,55.76,11,12.000,2,4,3,5,4,1,317,344.57,110,228,257.67,158,0,425.00,0
23,43,V,39.86,11,12.000,1,4,3,5,4,1,157,230.85,17,77,125.78,12,0,425.00,0
23,42,M,-7.44,11,12.000,2,3,2,3,2,1,24,63.65,25,55,141.75,14,0,425.00,0
23,49,V,-17.47,11,12.000,1,4,3,5,2,1,90,99.03,152,90,139.17,137,0,425.00,0
23,25,V,54.48,11,12.000,1,4,1,3,1,1,153,230.42,105,107,147.92,76,0,425.00,0
23,35,V,5.49,11,12.000,1,3,3,4,5,1,18,12.45,61,19,26.62,44,0,425.00,0
23,33,M,13.01,11,12.000,1,3,2,2,2,1,35,57.92,2,26,36.62,6,0,425.00,0
23,53,V,21.52,11,12.000,1,4,3,5,2,1,127,49.25,244,73,31.28,230,0,425.00,0
23,21,V,16.09,11,12.000,3,5,1,3,3,1,110,74.70,373,58,42.23,321,0,425.00,0
23,45,V,18.45,11,12.000,1,1,1,4,2,1,50,65.37,4,33,52.50,3,0,425.00,0
23,32,M,110.55,11,12.000,1,,,,,,76,361.68,15,58,255.90,12,0,425.00,0
23,26,V,20.02,11,12.000,1,4,2,1,5,2,212,157.77,0,149,106.88,1,0,425.00,0
23,26,V,51.61,11,12.000,1,4,1,4,3,1,205,367.60,39,232,436.55,81,0,425.00,0
123,,,15.90,11,12.000,2,4,3,5,1,1,67,79.72,2,40,53.60,1,0,425.00,0
23,45,M,187.86,11,12.000,1,3,3,5,3,1,272,647.75,272,423,990.50,296,0,425.00,0
23,44,M,66.17,11,12.000,1,3,2,2,4,1,145,68.47,522,94,52.88,227,0,425.00,0
23,40,M,-8.95,11,12.000,2,4,2,1,5,2,80,62.92,2,120,130.82,1,0,425.00,0
23,20,V,28.36,11,12.000,1,3,2,2,2,1,142,349.17,74,138,316.12,74,0,425.00,0
23,23,M,115.65,11,0.000,3,2,3,1,4,4,411,356.70,42,154,134.80,15,0,425.00,0
23,45,V,44.25,11,12.000,1,4,2,4,3,1,66,104.10,43,44,55.62,34,0,425.00,0
23,21,M,15.89,11,12.000,1,4,2,4,4,1,34,33.95,15,38,39.95,14,0,425.00,0
23,30,V,107.48,11,12.000,1,,,,,,194,768.00,80,165,569.00,74,0,425.00,0
23,21,M,78.35,11,12.000,1,2,2,3,4,1,165,533.82,92,150,432.55,51,0,425.00,0
23,49,V,37.21,11,12.000,2,4,1,3,2,1,58,14.17,331,49,29.20,305,0,425.00,0
23,24,M,6.99,11,12.000,1,1,1,3,2,1,39,42.42,153,48,80.45,186,0,425.00,0
23,54,V,125.22,11,12.000,1,4,1,4,3,1,344,429.97,282,300,406.68,208,0,425.00,0
23,50,M,29.32,11,12.000,1,3,2,1,4,1,105,84.13,14,35,28.03,4,0,425.00,0
23,25,M,38.78,11,12.000,2,1,2,1,5,4,116,176.43,172,152,176.87,144,0,425.00,0
23,53,M,0.46,11,12.000,1,4,3,5,1,1,13,21.72,5,15,29.40,13,0,425.00,0
23,38,M,43.61,11,12.000,1,6,3,5,4,3,166,199.70,9,228,293.93,11,0,425.00,0
23,21,V,10.12,11,12.000,1,4,2,4,4,1,157,160.58,13,143,167.23,12,0,425.00,0
23,42,V,79.46,11,12.000,1,3,3,5,1,1,47,69.62,65,45,68.33,54,0,425.00,0
23,50,V,46.48,11,12.000,1,4,1,2,3,1,347,158.87,89,362,133.45,38,0,425.00,0
23,52,M,132.46,11,12.000,1,4,3,2,5,1,71,656.87,11,74,667.33,9,0,425.00,0
23,37,V,13.45,11,0.000,1,3,2,1,3,2,80,102.70,2,106,142.78,6,0,425.00,0
22,25,M,55.74,11,12.000,1,1,3,5,1,4,173,257.87,97,145,247.90,79,0,425.00,0
22,57,M,27.56,11,12.000,3,5,2,2,4,2,118,97.35,0,99,91.95,2,0,425.00,0
22,48,V,24.86,10,12.000,1,4,2,3,4,1,59,27.35,66,38,14.85,35,0,425.00,0
22,29,M,17.20,10,0.000,1,2,1,4,1,1,66,76.40,4,38,42.70,13,0,425.00,0
22,38,V,16.02,10,13.000,1,3,3,4,5,1,22,85.75,32,25,63.75,24,0,425.00,0
22,38,V,12.76,10,13.000,1,3,2,2,5,1,31,27.38,312,18,14.03,299,0,425.00,0
22,53,M,3.84,10,13.000,1,4,3,5,3,1,49,30.10,21,66,75.65,99,0,425.00,0
22,45,M,44.32,10,13.000,1,3,2,3,4,1,281,213.35,33,217,189.85,23,0,425.00,0
22,21,M,88.34,10,13.000,1,4,1,2,3,1,448,262.58,462,354,212.43,312,0,425.00,0
22,49,M,7.96,10,13.000,1,4,2,5,4,1,102,83.63,59,84,99.90,59,0,425.00,0
22,29,V,17.80,10,13.000,1,6,2,3,4,3,40,68.68,96,28,58.97,80,0,425.00,0
22,36,M,22.26,10,13.000,1,4,2,4,4,1,151,120.67,18,113,113.63,33,0,425.00,0
22,44,V,190.13,10,13.000,1,3,2,2,3,1,331,669.32,177,199,338.30,131,0,425.00,0
22,55,V,-5.31,10,13.000,1,5,2,5,4,1,18,38.97,14,30,54.35,35,0,425.00,0
22,20,M,18.37,10,13.000,1,4,2,3,3,1,38,23.35,38,34,26.68,44,0,425.00,0
